"UUID","URL","Dateiname","Kategorie","Titel","Urheber","Entstehungszeitraum ","Koordninaten","Gewählt/Angenommen","Name, Vorname","politische Zuordnung","Stimmberechtigte","Stimmzettel JA","Stimmzettel NEIN","Stimmzettel UNGUELTIG","Stimmzettel LEER","Stimmzettel TOTAL","Thema","Format","Verwertungsrecht","Unternehmen/Publisher"
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002)","Oberstufenschulgemeinde Uster",26.04.1998,,"Ja","Bucher-Ganz, Barbara",,16'049,4'450,,201,1'967,4'629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002)","Oberstufenschulgemeinde Uster",26.04.1998,,"Ja","Diana, Monika",,16'049,4'444,,201,1'967,4'629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002)","Oberstufenschulgemeinde Uster",26.04.1998,,"Ja","Gutiérrez, Regula",,16'049,4'438,,201,1'967,4'629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsident/in) für die Amtsdauer 1998/2002)","Oberstufenschulgemeinde Uster",26.04.1998,,"Ja","Dieterle, Urs Christoph",,16'049,4'434,,201,1'967,4'629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"eeb09d8f83b34f90ac17a48f1efb5eb6","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/eeb09d8f83b34f90ac17a48f1efb5eb6","Prot_Wahlen-u-Abstimmungen-Uster_19770925","Abstimmungsprotokoll","Änderung der Gemeindeordnung der Oberstufenschulgemeinde Uster","Oberstufenschulgemeinde Uster",25.09.1977,,"Ja",,,11'542,3'870,1'131,2,,5'003,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"224ae42185c54d5590903d1a69f1e133","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/224ae42185c54d5590903d1a69f1e133","Prot_Wahlen-u-Abstimmungen-Uster_19770130","Abstimmungsprotokoll","Neuregelung der Beitragsleistung an den Verein Jugendmusikschule Uster","Oberstufenschulgemeinde Uster",30.01.1977,,"Ja",,,11'384,2'689,1'293,,228,4'210,"Kultur","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"f4f59b604c914ed6bfec1c553a64000d","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f4f59b604c914ed6bfec1c553a64000d","Unterl_Wahlen-u-Abstimmungen-Weisung-19770925","Abstimmungsunterlage","Änderung der Gemeindeordnung der Oberstufenschulgemeinde Uster","Oberstufenschulgemeinde Uster",25.09.1977,,,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"0c89453fa21b446498ef52af049d3c0a","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/0c89453fa21b446498ef52af049d3c0a","Unterl_Wahlen-u-Abstimmungen-Weisung-02_19770313","Abstimmungsunterlage","Änderung der Besoldungsverordnung der Oberstufen-Schulgemeinde vom 22. März 1971","Oberstufenschulgemeinde Uster",13.03.1977,,,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"3ae6326ee20b4beba0e7836edece1274","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/3ae6326ee20b4beba0e7836edece1274","Unterl_Wahlen-u-Abstimmungen-Weisung_19770130","Abstimmungsunterlage","Die politische Gemeinde Uster, die Oberstufenschulgemeinde Uster und die Gemeinde Greifensee übernehmen zusammen mit dem Beitrag des Kantons Zürich 50% der jährlichen Betriebsauswendungen der Jugenmusikschule Uster","Oberstufenschulgemeinde Uster",30.01.1977,"696460.9,244735.4",,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"a9e2cd712bec4521a08aca30e7525e6c","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a9e2cd712bec4521a08aca30e7525e6c","Unterl_Wahlen-u-Abstimmungen-Weisung_19761205","Abstimmungsunterlage","Erteilung eines Kredites von Fr. 858'000.- für ausbau und Einrichtung der Telefonzentrale an der Quellenstrasse als SCHULRAUM und Erteilung eines jährlich wiederkehrenden Kredites von Fr. 125'000.- für die Miete der Telefonzentrale","Oberstufenschulgemeinde Uster",05.12.1976,,,,,,,,,,,"Bau","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e38e70e093be44c69a4ecd3202ff5c43","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e38e70e093be44c69a4ecd3202ff5c43","Unterl_Wahlen-u-Abstimmungen-Weisung_19750608","Abstimmungsunterlage","Kreditebegehren von Fr. 3'596'400.- für den Bau einer Werkjahr-Schulanlage an der Rehbühl-/Pfäffikerstrasse","Oberstufenschulgemeinde Uster",08.06.1975,,,,,,,,,,,"Bau","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Heizmann, Thomas",,16049,4535,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Eichenberger, Hans",,16049,4523,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Lüscher, Beat",,16049,4512,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Siegrist, Marianne",,16049,4512,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Müller, Martin",,16049,4505,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Biber, Marianne",,16049,4503,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Ammeter, Monika",,16049,4487,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Salzmann, Daniela",,16049,4480,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Schär, Kurt",,16049,4478,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Schär, Kurt",,16049,4443,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Zenger, Arthur",,16049,4478,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Schorno, Ruth",,16049,4472,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Bucher-Ganz, Barbara",,16049,4450,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Diana, Monika",,16049,4444,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Gutiérrez, Regula",,16049,4438,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Erneuerungswahl von 15 Mitgliedern der Oberstufenschulpflege (davon eines als Präsidentin) für die Amtsdauer 1998/2002","Oberstufenschulgemeinde Uster",13.05.1998,,"Ja","Dieterle, Urs Christof",,16049,4434,,,,4629,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"7e3a53ffa9df43f5a53e26ce861e4c94","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/7e3a53ffa9df43f5a53e26ce861e4c94","Unterl_Wahlen-u-Abstimmungen-Oberstufenschulgemeinde-Dreiteilige-Sekundarschule_19990613.pdf ","Abstimmungsunterlage","Einführung des Modells der ""Dreiteiligen Sekundarschule"" auf das Schuljahr 2000/2001","Oberstufenschulgemeinde Uster",13.06.1999,,,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"5be2fc4cefd446009b13f1b681fb69dc","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/5be2fc4cefd446009b13f1b681fb69dc","Unterl_Wahlen-u-Abstimmungen-Weisung-02_20021124.pdf","Abstimmungsunterlage","Erlass einer neuen Schulgemeindeordnung 2002 der Oberstufenschulgemeinde Uster","Oberstufenschulgemeinde Uster",24.11.2002,,,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"320ab11740c24747973e9d16cbcad814","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/320ab11740c24747973e9d16cbcad814","Unterl_Wahlen-u-Abstimmungen-Oberstufenschulgemeinde-Gemeindeordnung_19730923.pdf","Abstimmungsunterlage","Revision der Gemeindeordnung der Oberstufenschulgemeinde","Oberstufenschulgemeinde Uster",23.09.1973,,,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"a9e2cd712bec4521a08aca30e7525e6c","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a9e2cd712bec4521a08aca30e7525e6c","Unterl_Wahlen-u-Abstimmungen-Weisung_19761205.pdf","Abstimmungsunterlage","Erteilung eines Kredites von Fr. 858 000.-- für den Ausbau und Einrichtung der Telefonzentrale an der Quellenstrasse als SCHULRAUM und Erteilung eines jährlich wiederkehrenden Kredites von Fr. 125 000.-- für die Miete der Telefonzentrale","Oberstufenschulgemeinde Uster",05.12.1976,,,,,,,,,,,"Bau","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"0c89453fa21b446498ef52af049d3c0a","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/0c89453fa21b446498ef52af049d3c0a","Unterl_Wahlen-u-Abstimmungen-Weisung-02_19770313.pdf","Abstimmungsunterlage","Änderung der Besoldungsverordnung der Oberstufen-Schulgemeinde vom 22. März 1971","Oberstufenschulgemeinde Uster",13.03.1977,,,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"f4f59b604c914ed6bfec1c553a64000d","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f4f59b604c914ed6bfec1c553a64000d","Unterl_Wahlen-u-Abstimmungen-Weisung-19770925.pdf","Abstimmungsunterlage","Änderung der Gemeindeordnung der Oberstufenschulgemeinde Uster vom 27. Oktober 1963","Oberstufenschulgemeinde Uster",25.09.1977,,,,,,,,,,,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"584cfe192e644a1ebdcf11ecfbb6cddd","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/584cfe192e644a1ebdcf11ecfbb6cddd","Unterl_Wahlen-u-Abstimmungen-Uster-Erweiterung-Krämeracker_19780226","Abstimmungsunterlage","Erteilung eines Kredites von Fr 1'457'500.- für die Erweiterung des Schulhauses Krämeracker","Oberstufenschulgemeinde Uster",26.02.1978,"695954,245305",,,,,,,,,,"Bau","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"069255a78c8e42c89a27053acba8c056","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/069255a78c8e42c89a27053acba8c056","Prot_Wahlen-u-Abstimmungen-Uster_19661016.pdf","Abstimmungsprotokoll","Kredit von Fr. 4 685 000.-- für den Bau einer Oberstufenschulanlage im Weidli","Oberstufenschulgemeinde Uster",16.10.1966,,"Ja",,,4366,1428,1153,0,89,2670,"Bau","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"af9e0583d4624df2ad3f58c4625a5898","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/af9e0583d4624df2ad3f58c4625a5898","Prot_Wahlen-u-Abstimmungen-Uster_19690914.pdf","Abstimmungsprotokoll","Einführung des Frauenstimm- und Wahlrechtes auf dem Gebiet der Oberstufenschulgemeinde Uster","Oberstufenschulgemeinde Uster",14.09.1969,,"Ja",,,4469,1825,983,0,63,2871,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"4948f731ae4f4f3bbaf01a5d1507e08a","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/4948f731ae4f4f3bbaf01a5d1507e08a","Prot_Wahlen-u-Abstimmungen-Uster_19730923.pdf","Abstimmungsprotokoll","Aenderung der Gemeindeordnung der Oberstufenschulgemeinde Uster vom 27. Oktober 1963","Oberstufenschulgemeinde Uster",23.09.1973,,"Ja",,,10702,2016,808,0,348,3172,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Wahl von 7 Mitgliedern und der Präsidentin der Oberstufenschulpflege Nänikon-Greifensee für die Amtsdauer 1998/2002","Oberstufenschulpflege Nänikon-Greifensee",13.05.1998,,"Ja","Bohli, Urs",,4108,1320,,,,1367,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Wahl von 7 Mitgliedern und der Präsidentin der Oberstufenschulpflege Nänikon-Greifensee für die Amtsdauer 199","Oberstufenschulpflege Nänikon-Greifensee",13.05.1998,,"Ja","Firscher, Marco",,4108,1319,,,,1367,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Wahl von 7 Mitgliedern und der Präsidentin der Oberstufenschulpflege Nänikon-Greifensee für die Amtsdauer 199","Oberstufenschulpflege Nänikon-Greifensee",13.05.1998,,"Ja","Ammann, Hansruedi",,4108,1314,,,,1367,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Wahl von 7 Mitgliedern und der Präsidentin der Oberstufenschulpflege Nänikon-Greifensee für die Amtsdauer 199","Oberstufenschulpflege Nänikon-Greifensee",13.05.1998,,"Ja","Nüesch, Heidi",,4108,1306,,,,1367,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Wahl von 7 Mitgliedern und der Präsidentin der Oberstufenschulpflege Nänikon-Greifensee für die Amtsdauer 199","Oberstufenschulpflege Nänikon-Greifensee",13.05.1998,,"Ja","Bischoff Frei, Barbara",,4108,1294,,,,1367,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Wahl von 7 Mitgliedern und der Präsidentin der Oberstufenschulpflege Nänikon-Greifensee für die Amtsdauer 199","Oberstufenschulpflege Nänikon-Greifensee",13.05.1998,,"Ja","Bischoff Frei, Barbara",,4108,1276,,,,1367,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Wahl von 7 Mitgliedern und der Präsidentin der Oberstufenschulpflege Nänikon-Greifensee für die Amtsdauer 199","Oberstufenschulpflege Nänikon-Greifensee",13.05.1998,,"Ja","Glaser, Marianne",,4108,1284,,,,1367,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e496873950b84cec98d72bf707d4df7b","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e496873950b84cec98d72bf707d4df7b","Prot_Wahlen-u-Abstimmungen-Uster_19980315.pdf","Wahlprotokoll","Wahl von 7 Mitgliedern und der Präsidentin der Oberstufenschulpflege Nänikon-Greifensee für die Amtsdauer 199","Oberstufenschulpflege Nänikon-Greifensee",13.05.1998,,"Ja","Borer, Waltraut",,4108,1218,,,,1367,"Bildung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
"6b32134d96ea4d92989de730f95d85df","https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/6b32134d96ea4d92989de730f95d85df","Unterl_Wahlen-u-Abstimmungen-Aktiv-f-Uster-Gemeinderat_19860202","Wahlunterlage","Aktiv für Uster","Parteifrei Vertretung ""Aktiv für Uster""",02.02.1986,,,,"Aktiv für Uster - Parteilos",,,,,,,"Verwaltung","Adobe PDF 1.6","https://creativecommons.org/publicdomain/zero/1.0/deed.de","Stadtarchiv Uster, (ISIL: CH-000629-9) "
